Domain,Split,Text,Aspect,Category,Sentiment,Opinion,Is_Implicit_Aspect,Is_Implicit_Opinion,Text_Length
appsid,train,eeh ujung ujungnya gagal juga dan tidak ada klarifikasi terkait alasan gagal,"-1,-1",APP_PERFORMANCE,0,"3,4",True,False,12
appsid,train,aku sudah kirim data pribadi tidak masalah kok,"3,5",SECURITY_FRAUD,0,"-1,-1",False,True,8
appsid,train,bagus untuk investasi,"2,3",FEATURES_PRODUCT,2,"0,1",False,False,3
appsid,train,cepat dan tepat waktu,"-1,-1",FEATURES_PRODUCT,2,"0,1",True,False,4
appsid,train,suka keluar sendiri,"1,3",APP_PERFORMANCE,0,"1,3",False,False,3
appsid,train,simple dan sangat bermanfaat untuk menabung,"-1,-1",FEATURES_PRODUCT,2,"3,4",True,False,6
appsid,train,tidak ada fitur bantuan customer service di depan login,"2,3",FEATURES_PRODUCT,0,"-1,-1",False,True,9
appsid,train,tidak ada fitur bantuan customer service di depan login,"3,4",CUSTOMER_SERVICE,0,"-1,-1",False,True,9
appsid,train,tidak ada fitur bantuan customer service di depan login,"4,6",CUSTOMER_SERVICE,0,"-1,-1",False,True,9
appsid,train,tidak ada fitur bantuan customer service di depan login,"8,9",AUTH_ACCESS,0,"-1,-1",False,True,9
appsid,train,tolong diperbaiki lagi sistemnya aku menggunakan aplikasi ini selalu saja gangguan,"10,11",APP_PERFORMANCE,0,"-1,-1",False,True,11
appsid,train,mau transfer terima transfer selalu lama,"1,2",TRANSACTION_TRANSFER,0,"5,6",False,False,6
appsid,train,prosesnya lama sekali,"-1,-1",FEATURES_PRODUCT,0,"1,2",True,False,3
appsid,train,untuk pembayaran apapun sangat lama,"1,2",TRANSACTION_TRANSFER,0,"4,5",False,False,5
appsid,train,perbaikii tolong jangan mengecewakan,"-1,-1",FEATURES_PRODUCT,2,"3,4",True,False,4
appsid,train,tidak jelas,"-1,-1",FEATURES_PRODUCT,0,"0,2",True,False,2
appsid,train,tidak bisa transfer uang,"2,3",TRANSACTION_TRANSFER,0,"0,2",False,False,4
appsid,train,sangat bermanfaat dalam transaksi gratis transfer bisa cek oblihat reksa dana jadi lebih mudah cek aset saham kita pakai aplikasi jago memang mantap sudah,"3,4",TRANSACTION_TRANSFER,2,"1,2",False,False,24
appsid,train,sangat bermanfaat dalam transaksi gratis transfer bisa cek oblihat reksa dana jadi lebih mudah cek aset saham kita pakai aplikasi jago memang mantap sudah,"5,6",TRANSACTION_TRANSFER,2,"-1,-1",False,True,24
appsid,train,sangat bermanfaat dalam transaksi gratis transfer bisa cek oblihat reksa dana jadi lebih mudah cek aset saham kita pakai aplikasi jago memang mantap sudah,"9,11",FEATURES_PRODUCT,2,"-1,-1",False,True,24
appsid,train,sangat bermanfaat dalam transaksi gratis transfer bisa cek oblihat reksa dana jadi lebih mudah cek aset saham kita pakai aplikasi jago memang mantap sudah,"16,17",FEATURES_PRODUCT,2,"22,23",False,False,24
appsid,train,insyaallah lancar,"-1,-1",FEATURES_PRODUCT,2,"1,2",True,False,2
appsid,train,sudah lunas bayar kredit jago dana cepat dengan tenor 6bln,"3,4",FEATURES_PRODUCT,2,"-1,-1",False,True,10
appsid,train,sudah lunas bayar kredit jago dana cepat dengan tenor 6bln,"8,9",INTEREST_RETURNS,2,"6,7",False,False,10
appsid,train,aplikasi sudah bagus,"-1,-1",FEATURES_PRODUCT,2,"2,3",True,False,3
appsid,train,mohon untuk tambahan fitur tampilkan qris pembayaran agar bisa scan saat melakukan transaksi dari kasir di minimarket,"3,4",FEATURES_PRODUCT,2,"-1,-1",False,True,17
appsid,train,mohon untuk tambahan fitur tampilkan qris pembayaran agar bisa scan saat melakukan transaksi dari kasir di minimarket,"5,6",TRANSACTION_TRANSFER,2,"-1,-1",False,True,17
appsid,train,mohon untuk tambahan fitur tampilkan qris pembayaran agar bisa scan saat melakukan transaksi dari kasir di minimarket,"6,7",TRANSACTION_TRANSFER,2,"-1,-1",False,True,17
appsid,train,mohon untuk tambahan fitur tampilkan qris pembayaran agar bisa scan saat melakukan transaksi dari kasir di minimarket,"12,13",TRANSACTION_TRANSFER,2,"-1,-1",False,True,17
appsid,train,sampah,"-1,-1",FEATURES_PRODUCT,0,"0,1",True,False,1
appsid,train,hapus akun tidak bisa,"0,2",ACCOUNT_MANAGEMENT,0,"2,4",False,False,4
appsid,train,hapus dari gopay juga tidak bisa,"2,3",TRANSACTION_TRANSFER,0,"4,6",False,False,6
appsid,train,masih sering muncul notifikasi nya setiap ingin login,"3,4",NOTIFICATION_INFO,0,"-1,-1",False,True,8
appsid,train,masih sering muncul notifikasi nya setiap ingin login,"7,8",AUTH_ACCESS,0,"-1,-1",False,True,8
appsid,train,perbaiki dong bug nya,"-1,-1",APP_PERFORMANCE,0,"2,3",True,False,4
appsid,train,sumpah aplikasi ini buruk sangat tidak mengerti lagi,"-1,-1",FEATURES_PRODUCT,0,"3,4",True,False,8
appsid,train,mau klik lupa password terus sudah memasuki email dan nik semuanya dan tuntas,"2,4",AUTH_ACCESS,0,"-1,-1",False,True,13
appsid,train,mau klik lupa password terus sudah memasuki email dan nik semuanya dan tuntas,"9,10",ONBOARDING_KYC,0,"-1,-1",False,True,13
appsid,train,eh pas login tidak bisa masuk katanya pasword salah,"2,3",AUTH_ACCESS,0,"3,5",False,False,9
appsid,train,aku coba berkali kali tetap saja akhirnya akun aku ke blokir 1 jam,"10,11",AUTH_ACCESS,0,"-1,-1",False,True,13
appsid,train,tidak bisa transfer unag,"2,3",TRANSACTION_TRANSFER,0,"0,2",False,False,4
appsid,train,selalu gagal,"-1,-1",APP_PERFORMANCE,0,"1,2",True,False,2
appsid,train,costumer layan nya lambat respon,"4,5",CUSTOMER_SERVICE,0,"3,4",False,False,5
appsid,train,sulit terdaftar,"-1,-1",FEATURES_PRODUCT,0,"0,1",True,False,2
appsid,train,enggak bisa login,"2,3",AUTH_ACCESS,0,"-1,-1",False,True,3
appsid,train,tolong nomor ponsel aku sudah tidak aktif bagimana cara mengganti iya,"5,7",ACCOUNT_MANAGEMENT,1,"-1,-1",False,True,11
appsid,train,aku belum masuk aplikasi,"1,3",TRANSACTION_TRANSFER,0,"1,3",False,False,4
appsid,train,ada kendalahh knpaa nomor saya sudah benar sama sandinnya juga sudah benar tetap ajahh tidak bisa masuk tidak mungkin saya lupaa baru ajahh saya bikinn,"-1,-1",FEATURES_PRODUCT,0,"14,16",True,False,25
appsid,train,admin bagaimana nih kendala terus,"0,1",CUSTOMER_SERVICE,0,"3,4",False,False,5
appsid,train,baut akun baru pun juga ada kendala,"1,3",ONBOARDING_KYC,0,"6,7",False,False,7
appsid,train,bug tidak pernah hilang parah setiap mau masuk stak layar tidak bisa bergerak ini ponsel apapun sama tidak jelas,"-1,-1",APP_PERFORMANCE,0,"4,5",True,False,19
appsid,train,sangat membantu dan mudah di gunakan untuk transaksi,"7,8",TRANSACTION_TRANSFER,2,"3,4",False,False,8
appsid,train,sudah 10 ganti password yang berbeda,"3,4",AUTH_ACCESS,0,"-1,-1",False,True,6
appsid,train,hasil tetap salah sandi,"3,4",AUTH_ACCESS,0,"-1,-1",False,True,4
appsid,train,hal hasil akun terkunci,"3,4",AUTH_ACCESS,0,"-1,-1",False,True,4
appsid,train,tolong diperbaiki bugg tersebut,"-1,-1",FEATURES_PRODUCT,0,"0,2",True,False,4
appsid,train,orang yang sedang urgent pun kesusahan menarik uang,"-1,-1",UI_UX_DESIGN,2,"6,7",True,False,8
appsid,train,admin mau ganti nomor ponsel soal nya nomor sama ponsel yang dulu hilang admin bagaimana pas masuk jago tidak ada filtur pusat bantuan,"0,1",CUSTOMER_SERVICE,0,"12,13",False,False,23
appsid,train,admin mau ganti nomor ponsel soal nya nomor sama ponsel yang dulu hilang admin bagaimana pas masuk jago tidak ada filtur pusat bantuan,"2,4",ACCOUNT_MANAGEMENT,0,"-1,-1",False,True,23
appsid,train,admin mau ganti nomor ponsel soal nya nomor sama ponsel yang dulu hilang admin bagaimana pas masuk jago tidak ada filtur pusat bantuan,"22,23",CUSTOMER_SERVICE,0,"-1,-1",False,True,23
appsid,train,aplikasi ini sangat luar biasa,"-1,-1",FEATURES_PRODUCT,2,"3,5",True,False,5
appsid,train,aku suka sangat bertransaksi dengan mnggunakan bank jago ini bagus bagus bagus,"-1,-1",FEATURES_PRODUCT,2,"1,2",True,False,12
appsid,train,bank yang bagus untuk transaksi,"4,5",TRANSACTION_TRANSFER,2,"2,3",False,False,5
appsid,train,bagus atas steam pendingnya lama,"-1,-1",FEATURES_PRODUCT,0,"0,1",True,False,5
appsid,train,sangat membantu disaat tidak ada uang,"-1,-1",FEATURES_PRODUCT,2,"0,2",True,False,6
appsid,train,salah satu bank digital paling nyaman saat dipakai melakukan berbagai transaksi,"10,11",TRANSACTION_TRANSFER,2,"5,6",False,False,11
appsid,train,simple praktis mudah dipakai dan garing dengan berbagai fitur - fitur yang terdapat didalam nya,"8,9",FEATURES_PRODUCT,2,"2,4",False,False,15
appsid,train,terkadang apps - nya agak sulit dibuka iya itu pas pada saat koneksi internet lagi kurang stabil,"-1,-1",FEATURES_PRODUCT,0,"16,17",True,False,17
appsid,train,terkadang loading lambat sangat dan hanya berputar - putar saja,"1,2",APP_PERFORMANCE,0,"2,3",False,False,10
appsid,train,saran dan masukan agar yang error dibenahi lagi,"-1,-1",APP_PERFORMANCE,0,"5,6",True,False,8
appsid,train,apa foto melulu data sudah lengkap awas data aku di pergunakan yang tidak benar,"-1,-1",FEATURES_PRODUCT,1,"5,6",True,False,14
appsid,train,bagaimana cara aku login akun saya,"3,4",AUTH_ACCESS,0,"-1,-1",False,True,6
appsid,train,yang nomornya sudah tidak aktif lagi,"3,5",ACCOUNT_MANAGEMENT,0,"-1,-1",False,True,6
appsid,train,pilihan verivikasi hanya via sms dan whatsapp,"6,7",CUSTOMER_SERVICE,0,"-1,-1",False,True,7
appsid,train,minn tambahkan kantor cabang di kota padang dong,"3,4",ACCOUNT_MANAGEMENT,2,"-1,-1",False,True,8
appsid,train,akun aku diblokir dengan alasan keamanan,"2,3",AUTH_ACCESS,0,"2,3",False,False,6
appsid,train,akun aku diblokir dengan alasan keamanan,"5,6",SECURITY_FRAUD,0,"-1,-1",False,True,6
appsid,train,aku tidak mendapat penjelasan aktivitas apa yang dianggap bermasalah,"-1,-1",FEATURES_PRODUCT,0,"8,9",True,False,9
appsid,train,seharusnya pengguna diberi informasi yang lebih jelas agar bisa memahami dan menyelesaikannya,"-1,-1",FEATURES_PRODUCT,1,"6,7",True,False,12
appsid,train,karena yang sekarang manfaat jago syariah terasa kurang hanya gratis 20x transfer dan 3x tarik tunai,"11,12",TRANSACTION_TRANSFER,0,"9,10",False,False,16
appsid,train,karena yang sekarang manfaat jago syariah terasa kurang hanya gratis 20x transfer dan 3x tarik tunai,"14,16",TRANSACTION_TRANSFER,0,"-1,-1",False,True,16
appsid,train,sebelumnya bisa gratis 100x dengan level akun,"-1,-1",FEES_CHARGES,2,"2,3",True,False,7
appsid,train,sekarang hanya di kasih pilihan bayar 5k untuk tambahan 10x gratis transfer,"11,12",TRANSACTION_TRANSFER,2,"10,12",False,False,12
appsid,train,nik sudah terdaftar di akun lain,"0,1",ONBOARDING_KYC,2,"-1,-1",False,True,6
appsid,train,nomor ponsel hilang,"-1,-1",FEATURES_PRODUCT,0,"2,3",True,False,3
appsid,train,aplikasi mbanking tidak jelas sudah 2 hari lebih tidak bisa qris dan transfer mana pelayan customer layan tidak membantu sama sekali,"10,11",TRANSACTION_TRANSFER,0,"8,10",False,False,21
appsid,train,aplikasi mbanking tidak jelas sudah 2 hari lebih tidak bisa qris dan transfer mana pelayan customer layan tidak membantu sama sekali,"12,13",TRANSACTION_TRANSFER,0,"18,19",False,False,21
appsid,train,kenaoa laporan aku tidak ada perkembangan proses ya,"1,2",CUSTOMER_SERVICE,0,"-1,-1",False,True,8
appsid,train,sampai saat ini akun aku terblokir tanpa sebab yang pasti,"5,6",AUTH_ACCESS,0,"5,6",False,False,10
appsid,train,tolong segera respon,"2,3",CUSTOMER_SERVICE,0,"-1,-1",False,True,3
appsid,train,banyak yang lagi mengeluhkan soal pelayanan yang lambat kalau lagi ada masalah,"5,6",CUSTOMER_SERVICE,0,"7,8",False,False,12
appsid,train,dan banyak pengguna di blokir akunnya secara tiba - tiba,"4,5",AUTH_ACCESS,0,"-1,-1",False,True,10
appsid,train,sulit login,"1,2",AUTH_ACCESS,0,"0,1",False,False,2
appsid,train,koneksi internet wifi lancar,"-1,-1",FEATURES_PRODUCT,2,"3,4",True,False,4
appsid,train,mulai 1 oktober 2026 akan mulai ditagih biaya preman rp100 bulan apabila status kantong utama tidak aktif,"7,8",FEES_CHARGES,1,"-1,-1",False,True,17
appsid,train,mulai 1 oktober 2026 akan mulai ditagih biaya preman rp100 bulan apabila status kantong utama tidak aktif,"13,14",FEATURES_PRODUCT,1,"-1,-1",False,True,17
appsid,train,mulai 1 oktober 2026 akan mulai ditagih biaya preman rp100 bulan apabila status kantong utama tidak aktif,"15,17",ACCOUNT_MANAGEMENT,1,"-1,-1",False,True,17
appsid,train,terbaik yang sangat direkomendasikan sangat aplikasi menjadi pakai dan tidak ribet,"-1,-1",UI_UX_DESIGN,2,"3,4",True,False,11
appsid,train,bebas iklan buka toko lilin cepat bila dijalankan dan mengakses setiap fitur2nya,"1,2",PROMO_MARKETING,2,"5,6",False,False,12
appsid,train,ketika dipakai terkadang agak sulit membukanya yaitu pas pada saat koneksi internet lagi kurang stabil,"-1,-1",FEATURES_PRODUCT,0,"14,15",True,False,15
appsid,train,terkadang loading lambat sangat dan hanya berputar - putar saja,"1,2",APP_PERFORMANCE,0,"2,3",False,False,10
appsid,train,mungkin cuma itu saja hal yang pernah terjadi di aplikasi ini dan yang lain sesuai pengalaman transaksi sukses,"16,17",TRANSACTION_TRANSFER,2,"17,18",False,False,18
appsid,train,saran dan masukan untuk kedepannya yang error dibenahi,"-1,-1",APP_PERFORMANCE,0,"6,7",True,False,8
appsid,train,asli bingung waktu lupa pin,"3,5",AUTH_ACCESS,1,"-1,-1",False,True,5
appsid,train,karena ponsel hilang,"-1,-1",FEATURES_PRODUCT,0,"2,3",True,False,3
appsid,train,tidak bisa disetujui,"-1,-1",FEATURES_PRODUCT,0,"0,2",True,False,3
appsid,train,aplikasi banyak manfaat dan tidak ribet,"-1,-1",UI_UX_DESIGN,2,"5,6",True,False,6
appsid,train,semoga semakin berkembang dan banyak lagi fitur lain yang bagus,"6,7",FEATURES_PRODUCT,2,"9,10",False,False,10
appsid,train,tidak bisa login aneh,"0,3",AUTH_ACCESS,0,"0,2",False,False,4
appsid,train,jaringan bagus,"-1,-1",FEATURES_PRODUCT,2,"1,2",True,False,2
appsid,train,saya kirim uang ke jago untuk setor gopay,"1,3",TRANSACTION_TRANSFER,0,"-1,-1",False,True,8
appsid,train,saya kirim uang ke jago untuk setor gopay,"7,8",TRANSACTION_TRANSFER,0,"-1,-1",False,True,8
appsid,train,tidak bisa,"-1,-1",FEATURES_PRODUCT,0,"0,2",True,False,2
appsid,train,saya transfer balek ke rekening yang dibuat transfer juga tidak bisa,"1,2",TRANSACTION_TRANSFER,0,"9,11",False,False,11
appsid,train,bahkan stuck logo,"1,2",APP_PERFORMANCE,0,"1,2",False,False,3
appsid,train,tidak ada notifikasi aplikasi pemeliharaan atau apa,"0,3",NOTIFICATION_INFO,0,"-1,-1",False,True,7
appsid,train,tidak ada notifikasi aplikasi pemeliharaan atau apa,"4,5",APP_PERFORMANCE,0,"-1,-1",False,True,7
appsid,train,nabung dari gopay masuk ke nomor lama dan vertifikasi masuk ke nomor lama yang sudah tidak aktif,"2,3",TRANSACTION_TRANSFER,0,"6,7",False,False,17
appsid,train,nabung dari gopay masuk ke nomor lama dan vertifikasi masuk ke nomor lama yang sudah tidak aktif,"15,17",ACCOUNT_MANAGEMENT,0,"6,7",False,False,17
appsid,train,sempat terblokir lumayan lama,"1,2",AUTH_ACCESS,0,"1,2",False,False,4
appsid,train,bagus suka dan sekedar masukan,"-1,-1",FEATURES_PRODUCT,2,"0,1",True,False,5
appsid,train,sulit harus verifikasi 2 langkah sdgkan ponsel saya yang hold bank jago pertama rusak,"2,3",ONBOARDING_KYC,0,"0,1",False,False,14
appsid,train,sudah ganti password banyak lagi cincongnya,"2,3",AUTH_ACCESS,0,"-1,-1",False,True,6
appsid,train,sulit sangat login nya,"2,3",AUTH_ACCESS,0,"0,1",False,False,4
appsid,train,sumpah klik lupa password saja di komen email nomor telepon salah,"2,4",AUTH_ACCESS,0,"-1,-1",False,True,11
appsid,train,sumpah klik lupa password saja di komen email nomor telepon salah,"9,10",CUSTOMER_SERVICE,0,"-1,-1",False,True,11
appsid,train,kecewa,"-1,-1",FEATURES_PRODUCT,0,"0,1",True,False,1
appsid,train,semoga aplikasi jujur dan amanah serta bertanggung jawab dan respon cepat jika dibutuhkan,"9,10",CUSTOMER_SERVICE,2,"10,11",False,False,13
appsid,train,aplikasi tidak bisa digunakan,"-1,-1",FEATURES_PRODUCT,0,"1,3",True,False,4
appsid,train,bagus atas kantong cepat giliran mau dipakai bahkan gangguan melulu,"2,3",FEATURES_PRODUCT,2,"0,1",False,False,10
appsid,train,bagus atas kantong cepat giliran mau dipakai bahkan gangguan melulu,"8,9",APP_PERFORMANCE,2,"-1,-1",False,True,10
appsid,train,ini scam ya,"1,2",SECURITY_FRAUD,0,"-1,-1",False,True,3
appsid,train,tampilkan notifikasi saja hang,"1,2",NOTIFICATION_INFO,0,"-1,-1",False,True,4
appsid,train,tampilkan notifikasi saja hang,"3,4",APP_PERFORMANCE,0,"3,4",False,False,4
appsid,train,cari kontak loading terus sampai timeout,"2,3",APP_PERFORMANCE,0,"2,4",False,False,6
appsid,train,tip cara pakai harusnya tidak tampil terus bahkan bahkan sampai di halaman berbeda tooltips masih muncul terus,"11,12",UI_UX_DESIGN,0,"-1,-1",False,True,17
appsid,train,isi kantong lancar hanya mau terima tidak bisa dipakai,"1,2",FEATURES_PRODUCT,0,"6,8",False,False,9
appsid,train,bank daring paling mudah keluar masuk tidak rumit seperti bank daring lainya seperti tahi,"-1,-1",UI_UX_DESIGN,2,"3,4",True,False,14
appsid,train,terlalu rumit bagi kaum awam kalau lupa password,"6,8",AUTH_ACCESS,0,"1,2",False,False,8
appsid,train,nomer whatsapp sudah tidak aktif,"1,2",CUSTOMER_SERVICE,0,"-1,-1",False,True,5
appsid,train,nomer whatsapp sudah tidak aktif,"3,5",ACCOUNT_MANAGEMENT,0,"-1,-1",False,True,5
appsid,train,pegang ktp sama scan wajah pemilik kan bisa,"1,2",ONBOARDING_KYC,0,"-1,-1",False,True,8
